customer_id,first_name,last_name,email,phone,country,city,postcode,created_at,marketing_opt_in,customer_segment,lifetime_value,repeat_customer
4312,Anthony,Taylor,brownscott@example.org,865.755.0446x2203,Lebanon,Johnhaven,6266,23-12-2021 15:32,0,SMB,12525.7,1
4313,Charlene,Shields,lemichelle@example.org,+1-302-880-2132x6401,Venezuela,Taylorberg,58484,23-01-2023 11:08,1,Retail,11549.77,1
4314,Deborah,Allen,yuamber@example.net,(755)207-8613x085,Peru,North Ginamouth,56327,29-05-2026 23:07,1,Enterprise,5769.92,1
4315,George,Johnson,fordrachel@example.com,-6675,Congo,Lake Alyssashire,56626,08-06-2026 07:20,0,Enterprise,3913.4,0
4316,Ryan,Bennett,melanie41@example.org,499-492-5549x595,Bermuda,Hardyberg,17565,18-02-2024 08:21,0,SMB,14445.41,0
4317,Kevin,Thompson,xlawrence@example.com,463.675.9953,Sao Tome and Principe,Cruzshire,53207,19-08-2023 17:58,1,Enterprise,14732.87,1
4318,Oscar,Wolf,richardellis@example.com,001-396-454-0356x87429,Mozambique,North Kelly,11807,28-09-2025 02:46,0,Enterprise,13355.66,0
4319,Erin,Hall,hayskelsey@example.com,(300)917-9225x664,Ukraine,Edwinview,93896,26-03-2022 06:36,1,Enterprise,11690,0
4320,Kristin,Dunn,graydana@example.net,001-706-985-8069x84349,Nepal,Zacharyburgh,88899,22-03-2026 21:05,0,Retail,19379.27,1
4321,Edward,Evans,davisjoseph@example.org,+1-777-520-8079x4835,Mayotte,North Randallfurt,11811,02-08-2023 20:46,1,SMB,18706.62,0
4322,Angela,Garcia,ohill@example.org,001-709-363-5879x212,Zimbabwe,Smithbury,74992,18-01-2023 14:07,0,SMB,6173.56,0
4323,Lisa,Wade,coxgabriel@example.com,(357)741-9229,Congo,Colleenland,80974,16-03-2026 14:03,1,Retail,5224.18,1
4324,Brooke,Herrera,vrose@example.net,(373)256-2326,Algeria,South Melissa,26827,13-04-2022 16:19,0,Retail,561.63,0
4325,Hannah,Torres,kara51@example.org,001-811-309-0053x7098,Seychelles,Andersonburgh,71904,28-07-2022 20:32,0,SMB,2506.1,0
4326,Jason,Anderson,katherinephillips@example.org,(920)370-7319,Lesotho,Janetfurt,24453,04-12-2025 17:07,0,Enterprise,9922.4,1
4327,Jason,Munoz,ysimpson@example.com,976.437.3354,Serbia,Anthonyhaven,79026,01-12-2025 19:53,0,Retail,8890.14,0
4328,Michael,Mckinney,smithangela@example.com,(488)261-5553x51359,Kuwait,Perryhaven,91389,08-02-2022 09:46,1,SMB,17246.19,1
4329,Claudia,Vargas,iromero@example.com,984-866-2344x96227,Togo,Port Abigailfort,1413,23-12-2025 08:29,1,Retail,17207.22,0
4330,Thomas,Warren,browncharles@example.com,442.396.6431,Macao,Danielberg,11894,10-07-2024 15:37,0,Retail,6880.69,1
4331,Joseph,Thomas,williamsstephanie@example.net,-9026,Vietnam,Port Jilltown,13527,22-12-2024 05:59,0,Enterprise,12653.11,1
4332,John,Wood,bakerjonathan@example.com,001-273-997-1647,Finland,Lake Jennifer,32585,21-07-2021 03:00,0,SMB,696.04,1
4333,Barry,Carroll,courtneywalker@example.net,8239929149,Dominica,North Blake,3435,11-08-2024 16:02,1,SMB,18164.21,0
4334,Lynn,Leon,xmoore@example.net,+1-548-805-8691x9563,Guam,South Austinside,83140,25-08-2021 16:50,0,Enterprise,9056.9,0
4335,Becky,Wilson,pattersonwanda@example.net,-2507,Bosnia and Herzegovina,South Maria,45847,22-12-2024 00:18,0,Enterprise,1344.4,0
4336,Alexis,Morris,heather29@example.org,+1-584-578-3501x693,Spain,Garciashire,6528,13-09-2025 20:56,0,SMB,7470.8,0
4337,Henry,Odom,ijones@example.net,262-466-5781x65745,Macao,Port Joshua,96156,13-06-2025 21:01,1,Retail,5063.06,0
4338,Grace,Garcia,kentkayla@example.org,370.726.6919,Libyan Arab Jamahiriya,South Matthew,87528,15-09-2022 07:57,1,SMB,9261.83,1
4339,Hannah,Graham,jillclark@example.com,856.384.0065,Guadeloupe,Katrinamouth,73870,11-05-2022 11:07,1,Retail,15394.68,0
4340,Kurt,Bender,frazierlaura@example.net,(843)867-5800,Cayman Islands,South Tyler,90944,15-07-2022 16:19,0,Retail,4184.03,0
4341,Daniel,Martin,wongkevin@example.net,(310)856-9017,Tunisia,Mitchellport,15999,10-11-2022 10:04,0,SMB,11099.17,1
4342,Jennifer,Cordova,chad38@example.net,817-750-2278x311,Cameroon,West Jessica,79562,05-05-2022 02:39,1,Retail,9805.23,0
4343,Anna,Rios,carpenterveronica@example.org,600-472-1218x785,Lesotho,East Andrewport,43057,11-03-2023 17:14,1,Retail,10361.2,0
4344,Shawn,Terry,nancybradley@example.org,001-943-731-6820x77852,Egypt,Lake Benjamin,84712,13-06-2024 01:12,0,SMB,2192.67,0
4345,Margaret,Evans,kentcatherine@example.net,713.539.7450x214,Botswana,West Ashleyport,80893,21-05-2022 04:03,0,Retail,19485.31,0
4346,Angela,Graham,mblevins@example.net,432-761-4550,Falkland Islands (Malvinas),New Sarahport,46195,18-07-2025 11:20,0,Retail,10191.84,0
4347,Dylan,Davis,melinda70@example.net,826-536-2742x25853,Ukraine,Anthonyshire,76135,07-03-2022 19:54,1,Retail,9265.83,1
4348,Sara,Becker,mark08@example.net,547.465.2868x384,Zambia,Timothychester,12397,18-01-2026 20:43,1,Retail,16269.29,1
4349,Lance,Baker,johnjohnson@example.net,001-974-644-6871,New Caledonia,New Emilymouth,41846,10-02-2022 20:43,0,SMB,9866.06,1
4350,Cheryl,Wise,coletracy@example.net,(653)821-7091x17786,Georgia,Rodgershaven,87333,20-11-2022 06:22,0,Retail,14096.09,1
4351,Christina,Bowen,charlescollins@example.com,-2452,Northern Mariana Islands,Port Raymond,86006,26-11-2025 17:53,0,Retail,7011.22,0
4352,David,Watson,kimberly25@example.org,(512)695-4017x95598,Congo,Williamsport,9473,06-11-2021 20:43,0,SMB,8546.87,0
4353,Michael,Hunter,michaelgutierrez@example.org,900.337.4172,El Salvador,Stevenstown,81401,02-12-2021 09:58,1,Retail,4131.01,0
4354,Alexander,Wolfe,jonesann@example.org,+1-487-804-7932x0024,North Macedonia,South John,24154,13-11-2024 12:17,1,Enterprise,16082.89,0
4355,Charles,Murillo,steve06@example.net,+1-937-512-1835x38412,British Virgin Islands,South Julieside,12801,04-12-2024 23:44,0,Retail,16460.58,0
4356,David,Waters,brianna63@example.com,402.870.0210x0580,Samoa,South Richard,41572,07-05-2024 07:29,0,SMB,16774.7,0
4357,Megan,Johnson,rachel85@example.org,888.753.6717,Cote d'Ivoire,Thomashaven,32393,27-01-2025 22:57,0,Retail,1624.72,0
4358,Gregory,Rodriguez,cynthia80@example.net,471-988-3031x011,Eritrea,Johnsonmouth,38471,21-08-2024 21:12,0,Retail,14004.57,0
4359,Ellen,Stokes,cynthia67@example.org,(721)954-4647x9761,Norfolk Island,Johnchester,54157,09-01-2022 05:55,1,SMB,8089.54,0
4360,Michael,Jackson,kathryn18@example.net,001-618-353-8124x38311,Afghanistan,New Hannahmouth,69998,18-08-2022 08:47,1,SMB,12555.41,1
4361,Jennifer,Jefferson,holtmaureen@example.net,+1-397-765-3048x272,Guernsey,Port Jameschester,92455,23-11-2022 03:20,1,Retail,1059.02,0
4362,Jennifer,Martinez,epeters@example.net,740.864.9220x735,Brunei Darussalam,East Ginaberg,77277,26-10-2025 06:26,0,Retail,18282.89,1
4363,Barbara,Huff,leecharles@example.net,-8648,South Georgia and the South Sandwich Islands,Lake Ianstad,53448,07-09-2023 06:38,0,SMB,11732.01,0
4364,Vicki,Harris,pamela76@example.com,+1-884-357-6210x520,Togo,Port Jennifershire,55700,17-10-2021 17:25,0,Retail,16419.92,0
4365,James,Ochoa,ericabowen@example.com,957.911.0234,Portugal,West Terryberg,87594,03-06-2022 00:33,0,Enterprise,12639.94,1
4366,Brent,Martin,wongashley@example.net,872.599.8187,Chad,Lake Craig,7057,28-05-2026 23:30,1,Retail,13370.81,0
4367,Sarah,Miller,shelley09@example.org,6696482721,Iceland,West Raymond,59636,01-01-2026 17:11,1,Retail,893.82,0
4368,Christopher,Hampton,michaelorr@example.com,+1-833-307-2731x25696,Rwanda,Stephaniestad,51722,01-08-2025 19:58,0,Enterprise,5987.7,0
4369,Jonathan,Martin,ppacheco@example.net,+1-505-833-9203x3009,South Africa,West Toddport,29767,25-06-2022 07:35,0,SMB,15677.35,0
4370,David,Rice,hicksnancy@example.net,+1-329-882-0107x22871,France,Pierceside,31058,13-10-2023 11:21,0,Retail,12978.14,1
4371,Debbie,Perez,anthonywhite@example.org,939-665-4027x86560,Barbados,Nicholshaven,11617,18-06-2023 21:29,0,Enterprise,2449.54,0
4372,Jerry,Mitchell,relliott@example.org,+1-285-753-8931x750,Ireland,Port Jonathanside,3358,09-03-2022 17:12,0,Enterprise,5887.69,0
4373,Brianna,Hanson,keithallen@example.net,001-971-734-4391x5936,Djibouti,Christinechester,40501,05-03-2022 10:07,1,Retail,3011.38,0
4374,Timothy,White,zsharp@example.org,001-533-287-9602x04155,Bouvet Island (Bouvetoya),Lake Kristenchester,39372,01-04-2024 11:37,0,SMB,9623.84,1
4375,Jeffrey,Lopez,amandarios@example.org,001-210-490-6929x5124,North Macedonia,New Rachelton,8633,05-04-2025 02:42,1,Retail,15255.79,0
4376,Brandi,Sanchez,nathanlee@example.org,(590)347-2700,Solomon Islands,Charlesburgh,48157,13-10-2021 16:37,1,Enterprise,19342.47,0
4377,Madison,Allen,robinsonrichard@example.net,955-602-4360x41103,Armenia,Deleonton,6865,05-10-2021 16:34,0,Enterprise,11390.83,1
4378,Cynthia,Nguyen,sherylmeadows@example.com,497-784-4376x109,Slovakia (Slovak Republic),Justinburgh,70341,21-01-2024 15:22,0,Retail,1386.56,0
4379,Mary,Lowe,adamszachary@example.net,001-434-815-7919x291,Moldova,Tracyville,51277,24-04-2025 00:33,1,SMB,16970.02,0
4380,Dale,Johnson,wgilbert@example.org,001-821-480-4399,Norfolk Island,Patrickmouth,57612,20-09-2025 00:26,1,Retail,9372.01,0
4381,James,Robinson,orichardson@example.org,852.860.2486,United States Minor Outlying Islands,Lake Michael,65567,18-06-2026 05:01,0,Enterprise,16892.81,1
4382,Katelyn,Rowe,lthomas@example.net,001-616-282-4197x5332,Myanmar,New Jessica,19316,16-03-2023 05:17,0,Retail,13232.08,0
4383,Michael,Johnson,jacobnguyen@example.com,918-816-2309x270,Martinique,North Kimberlytown,73881,11-08-2023 15:30,0,Enterprise,12574.01,1
4384,Ernest,Malone,kirsten99@example.net,001-406-739-6773x923,British Indian Ocean Territory (Chagos Archipelago),East Roberthaven,89114,28-06-2025 22:07,0,Enterprise,18877.1,0
4385,John,Davis,sowen@example.org,7173199106,Saint Vincent and the Grenadines,Blairport,45125,09-05-2023 01:02,1,Enterprise,14051.25,0
4386,Billy,Logan,fevans@example.com,492-873-0559x3194,Azerbaijan,North Angela,95638,01-04-2026 00:09,0,Enterprise,17704.77,0
4387,Brittany,Cox,whensley@example.net,+1-800-416-7807x395,Czech Republic,Port Garrettfort,99554,23-01-2023 10:02,0,Retail,17954.06,1
4388,Amy,Burch,rodriguezraymond@example.net,-8745,Cyprus,Cruzchester,23593,04-10-2025 09:17,0,Retail,14632.59,0
4389,Scott,Phillips,amber62@example.org,001-782-211-2178,Papua New Guinea,East Megantown,19760,26-04-2026 18:19,0,SMB,18559.68,0
4390,Jeffery,Hogan,allen99@example.org,570-992-6506x482,New Caledonia,Davisbury,49295,31-03-2024 18:34,0,Retail,19411.64,0
4391,Zachary,Russell,schwartztiffany@example.net,829.841.1168,Vietnam,New Kylestad,92710,22-09-2025 09:40,0,SMB,10725.32,1
4392,Ryan,Dennis,andrew09@example.org,001-227-272-8663x453,Swaziland,Trevorbury,16626,10-03-2022 21:58,1,SMB,10462.83,0
4393,Justin,Knapp,uturner@example.com,633-758-4246x708,American Samoa,Joelborough,63809,24-05-2026 04:51,1,SMB,19451.76,0
4394,Diane,Murphy,garciajasmine@example.com,+1-948-353-1824x6701,Djibouti,Courtneyborough,18322,16-02-2022 11:04,0,Enterprise,3492.87,0
4395,Amanda,Townsend,robertrodriguez@example.org,395.567.5769x120,Trinidad and Tobago,Williamport,21585,20-03-2022 14:22,1,Retail,8404.81,1
4396,Toni,Armstrong,samanthacasey@example.net,(819)452-5458x72813,Zimbabwe,South Stacy,61674,04-10-2022 19:42,0,Retail,16850.27,0
4397,George,Reeves,choimatthew@example.com,533-517-9462,Poland,Chenchester,76247,11-06-2026 23:24,1,Enterprise,8094.43,0
4398,Matthew,Tucker,collinsjoanne@example.org,6478463952,Sri Lanka,Leeberg,11606,23-07-2021 17:34,0,Retail,10242.42,0
4399,Andrew,Morse,holmesaaron@example.org,(251)313-3274x4975,United States of America,Stephanieburgh,99200,09-11-2024 07:06,0,SMB,15839.69,0
4400,Kaitlin,Ferguson,osalazar@example.org,837-535-7400x122,Djibouti,North Karenburgh,77863,25-04-2022 02:27,0,Enterprise,3051.22,0
4401,Pamela,Rice,andreavazquez@example.org,3059508569,Svalbard & Jan Mayen Islands,Kathleenview,50067,17-04-2026 15:54,1,Enterprise,18607.79,0
4402,Robert,Lewis,danbauer@example.org,-2596,Cayman Islands,Jonesbury,38092,15-02-2023 02:09,0,SMB,910.54,0
4403,David,Cook,justin66@example.com,(504)510-2680,Sweden,Lake Tinamouth,99639,05-04-2025 05:00,0,SMB,18099.19,1
4404,Jennifer,Gomez,suarezsteven@example.net,339.651.7880,Thailand,North Vickie,90686,15-10-2024 05:56,0,Retail,7124.47,1
4405,Derek,Marks,guzmandavid@example.com,925-982-6244x8639,Rwanda,West Nicholasville,8662,29-10-2022 09:29,0,Enterprise,4999.82,0
4406,Nichole,Wilson,tatesarah@example.com,(972)715-2409x38352,Iraq,South Christopherborough,75602,04-12-2021 16:42,0,Enterprise,11086.57,1
4407,Renee,Hutchinson,wburns@example.com,304.512.5624x878,Guinea-Bissau,Dyerstad,54576,13-06-2025 18:38,0,SMB,2184.83,0
4408,Travis,Smith,luisherman@example.org,-7616,Philippines,Toddmouth,31258,11-08-2023 08:27,0,Enterprise,13417.07,0
4409,Diana,Martin,justingarrett@example.net,001-728-996-6064x75325,Costa Rica,West Andrew,59580,06-08-2023 01:40,1,Retail,17701.11,0
4410,Laura,Cook,teresa50@example.com,001-692-406-3370x67910,Monaco,Sarahfort,81362,03-03-2023 07:36,0,SMB,16709.98,0
4411,Timothy,Higgins,kristyreeves@example.com,(782)730-8803,Nicaragua,Millerburgh,16633,06-04-2026 00:35,0,Enterprise,5333.39,0
4412,Jesse,Lang,zgreen@example.com,6455894532,Haiti,Mcbridehaven,92379,20-12-2022 16:55,1,SMB,10258.43,1
4413,Jose,Ingram,watsonkathryn@example.org,(697)705-4134x530,Oman,East Miranda,91778,10-01-2026 20:24,0,Retail,11238.62,1
4414,Tracie,Graham,lisa26@example.net,(856)426-5859,Panama,Philipton,67233,20-03-2024 03:10,1,SMB,11620.95,1
4415,Adam,Morris,smithmichael@example.net,589.434.1996x17644,New Caledonia,South Richardside,17882,23-04-2022 02:56,0,SMB,10875.26,1
4416,Natalie,Mitchell,yvalenzuela@example.net,698-654-8506x781,Jordan,Maryshire,39132,01-09-2023 12:23,0,Enterprise,19205.07,0
4417,Leah,Larson,amy59@example.net,+1-410-361-5343x36671,Vietnam,Lake Veronicashire,10095,13-07-2024 19:56,1,SMB,10677.43,0
4418,Lauren,Eaton,lorraine82@example.com,879-846-5225,Chad,Geraldborough,99399,14-09-2021 08:37,0,SMB,2792.31,1
4419,Hayley,Mckee,reedsusan@example.org,(870)487-2546,Chad,North Amber,51432,26-07-2021 12:29,0,Enterprise,8931.23,0
4420,Shawna,Holmes,markalvarez@example.org,739.959.7523,Mozambique,Richardsonborough,11126,10-07-2022 07:25,0,Enterprise,16668.76,1
4421,Carrie,Adkins,ebrown@example.com,+1-374-909-3602x4201,Peru,East Luisfurt,19134,22-02-2024 02:17,1,Retail,11750.63,0
4422,Noah,Williams,williamlandry@example.com,2575470767,Belize,North Jacquelineville,15259,23-05-2023 03:56,0,SMB,13240.56,0
4423,Nicole,Jackson,ggraham@example.org,367.429.3835x86558,Uganda,Amandamouth,94357,03-04-2022 08:35,0,Retail,19971.65,0
4424,Antonio,Nguyen,nathankirby@example.org,3672873841,Turkey,Gonzalezport,19745,24-05-2024 20:33,0,Retail,4691.35,0
4425,Kimberly,Gray,karen17@example.org,493.786.3085,Morocco,New Aimee,68934,14-11-2023 14:54,0,Retail,6867.49,0
4426,Frank,Meyer,rfitzgerald@example.net,(833)229-4194,Reunion,Port Timothymouth,14752,17-07-2022 00:53,1,SMB,6458.29,0
4427,Katherine,Dillon,jennifer75@example.org,811-490-5078x312,Burundi,New Renee,54186,28-12-2025 13:53,0,Enterprise,487.52,1
4428,Shelly,Lambert,robertmolina@example.net,286.780.8888x2390,Cameroon,East William,21388,11-03-2026 15:34,0,SMB,15022.01,0
4429,Charles,Kaiser,daniellestokes@example.com,674.276.2661,San Marino,Calderonton,71104,16-01-2024 18:35,1,Enterprise,1992.36,1
4430,Elizabeth,Lee,davischarles@example.com,235-527-0087,Cocos (Keeling) Islands,Adamshire,63898,25-09-2025 16:57,1,Retail,13955.44,1
4431,Robert,Moreno,stephanie75@example.com,-2695,Zimbabwe,New Angelaton,10622,20-06-2022 23:37,0,SMB,8071.19,1
4432,Anthony,Mcmillan,jaredtownsend@example.net,208.295.2098x114,United States Minor Outlying Islands,Lake Wandaside,59354,08-11-2024 18:26,0,SMB,17936.69,0
4433,Brian,Munoz,cynthiasimon@example.com,(518)318-2831x0319,American Samoa,West Veronica,41381,18-04-2022 15:53,1,Enterprise,2579.21,1
4434,Isaac,Brown,fgriffin@example.org,301.592.8729,Bouvet Island (Bouvetoya),East Nicolefurt,25935,08-07-2022 12:19,0,Enterprise,12628.21,0
4435,Crystal,Daniels,masonjamie@example.net,001-693-664-5885x693,Svalbard & Jan Mayen Islands,South Williammouth,70763,27-09-2021 17:32,0,Enterprise,106.89,0
4436,Elizabeth,Dominguez,laurafry@example.org,001-531-798-2630,Netherlands Antilles,Francesville,20811,08-02-2025 03:34,0,Retail,1983.12,1
4437,Ryan,Stokes,ojohnson@example.org,001-779-805-8861,Romania,Jamesville,18495,26-06-2023 06:52,1,Enterprise,16963.43,1
4438,Kenneth,Rivera,vewing@example.org,944-916-9930,Qatar,East Jamesville,22444,13-04-2023 09:44,1,SMB,12469.82,0
4439,Michael,Calderon,pamelanelson@example.com,273.772.2770x15590,Cook Islands,Hendersonville,30354,11-04-2025 14:31,0,SMB,10941,0
4440,Jessica,Grant,qgonzales@example.org,001-908-409-6492x716,Romania,Andrewsbury,51139,24-10-2021 01:28,0,Retail,13992.67,0
4441,Anne,Chen,josephwhite@example.org,(679)846-7331x6719,Zimbabwe,Wilsonbury,32159,14-12-2021 05:27,0,Enterprise,8834.92,0
4442,Derek,Barnes,baldwinapril@example.net,789.452.6492x5452,Equatorial Guinea,South Charlesfurt,32352,05-06-2026 20:04,1,SMB,13789.35,0
4443,Tony,Glover,kristina74@example.com,+1-618-348-1326x7334,Italy,South Angelica,84439,23-10-2025 12:58,1,Enterprise,5261.32,1
4444,Ralph,Mitchell,zoe27@example.net,913.520.3133x1033,Saint Kitts and Nevis,Port Paul,77502,10-10-2022 18:37,0,Retail,2526.13,1
4445,Lauren,Skinner,davidglass@example.org,001-373-339-8832x550,Micronesia,Ericmouth,64440,14-03-2022 01:51,0,Retail,1218.83,0
4446,Emily,Mason,james07@example.com,+1-260-813-2684x31149,Solomon Islands,West Nicholasbury,23354,08-11-2024 09:13,0,SMB,4965.61,0
4447,Robert,Smith,stephanieklein@example.org,001-405-715-1349x072,Grenada,West Paulshire,6338,13-03-2023 17:50,0,Retail,7057.66,1
4448,Clayton,Cook,tammysharp@example.net,(213)431-7253x3971,Uzbekistan,Port Denise,26931,31-12-2024 10:12,1,Enterprise,14577.54,1
4449,Melissa,Ramirez,dawn00@example.com,6304086386,Luxembourg,West David,69416,26-02-2023 00:12,0,Enterprise,16159.7,1
4450,Curtis,Watson,mmckenzie@example.org,+1-389-544-2069x25652,Afghanistan,Heidifort,90141,22-03-2026 21:15,1,SMB,19518.49,0
4451,Daniel,Love,bthompson@example.net,689.304.4220x9768,Myanmar,East Jasonmouth,91872,13-05-2024 18:36,1,Enterprise,5235.11,0
4452,Lisa,Rollins,leegabrielle@example.net,364-854-6533,Anguilla,Port Steven,91320,18-06-2022 23:45,1,SMB,203.18,1
4453,Pamela,Rodriguez,staceydouglas@example.org,001-473-253-7771x249,Rwanda,Luismouth,40683,17-04-2023 23:57,0,Enterprise,6057.6,1
4454,Christina,Smith,castrobradley@example.net,454.338.7098x3783,Morocco,North Catherinemouth,29874,15-07-2024 14:59,0,Enterprise,5041.84,1
4455,Elizabeth,Dillon,allenkayla@example.net,571.432.7903,Zambia,West Erin,28280,10-11-2025 11:23,0,SMB,13664.05,1
4456,Kenneth,Joyce,johnsonamanda@example.net,245-882-3086,French Southern Territories,South Timothy,49506,04-12-2021 13:40,0,Enterprise,12287.14,0
4457,Joshua,White,ruth27@example.org,(729)257-2865,Chile,Thorntonfurt,59817,12-06-2026 06:42,0,SMB,15794.1,1
4458,Pamela,Harmon,hwagner@example.org,-8724,Guatemala,New Zacharyland,37840,08-07-2022 14:50,1,SMB,6329.21,0
4459,Heather,Gonzalez,kaylamoore@example.org,001-317-510-7305x554,Myanmar,South Craigchester,35878,15-04-2023 23:02,0,SMB,6831.34,0
4460,Christopher,Lee,iayala@example.com,(588)482-2707x343,Liechtenstein,East David,33186,18-12-2022 03:09,0,SMB,15371.71,0
4461,Elizabeth,Sparks,cjames@example.org,644-791-7922x80351,Tuvalu,Martinezmouth,43062,21-12-2021 12:38,1,Enterprise,16115.03,1
4462,Jonathon,Jensen,aclarke@example.net,(927)475-6434x6820,Guyana,North Josephview,84814,13-06-2025 14:03,1,SMB,5198.87,0
4463,Amanda,Howard,qsmith@example.net,3425749986,Northern Mariana Islands,Port Steven,67955,13-03-2025 11:26,1,Retail,17093.05,1
4464,Hannah,Johnson,nelsonsarah@example.org,(373)663-2420x3667,Mali,North Casey,56512,24-04-2026 21:25,0,Enterprise,5819.35,1
4465,Timothy,White,sandra77@example.com,001-838-713-4164x271,Uruguay,Claytonborough,83414,06-05-2024 01:38,0,Enterprise,12184.39,1
4466,Linda,Contreras,kelly82@example.com,-4600,Honduras,Port Brianport,81917,30-11-2022 19:30,1,Enterprise,18641.71,0
4467,Kristen,Anderson,hernandezmatthew@example.org,589.656.5185x166,Panama,West Mark,26095,02-03-2026 00:52,0,Retail,3539.41,1
4468,Erin,Campbell,zwebster@example.com,(487)330-1468,Cambodia,Danaborough,87390,30-06-2026 09:26,0,SMB,8592.23,0
4469,Andrew,Everett,warnerdiane@example.org,-3687,Netherlands,East Elizabeth,5915,23-10-2022 12:17,0,SMB,6246.79,1
4470,Tammy,Yang,smiththeresa@example.com,+1-454-721-4676x1647,Egypt,New Dawn,34037,28-08-2023 08:51,1,Retail,7833.36,1
4471,Nicholas,Pruitt,brian88@example.com,+1-591-274-2075x25636,Tunisia,North Andrew,25064,06-01-2023 01:19,1,Enterprise,19670.7,1
4472,Jeffery,Holt,mcmahoncathy@example.net,(562)729-0634x70136,Cayman Islands,Estradafort,54520,25-04-2022 17:12,0,Enterprise,16314.95,1
4473,Ivan,Graham,ashleyday@example.org,529.875.3357,Syrian Arab Republic,North Nathanieltown,70664,22-11-2023 08:02,0,Enterprise,7795.49,1
4474,Susan,Green,tmeyer@example.org,(410)286-8385x851,Israel,Brandonland,44344,01-02-2024 07:58,0,Enterprise,349.53,0
4475,Angela,Martin,dgraham@example.net,562-959-8349x95666,China,Jesseside,6768,17-05-2024 13:56,0,SMB,9649.95,0
4476,Diane,Wade,newmanjames@example.com,(550)278-3434x83834,Czech Republic,Rodriguezmouth,90918,09-04-2024 05:16,0,Retail,17498.65,1
4477,Katelyn,Mitchell,mary43@example.org,001-637-542-0282x81088,Tokelau,East Jennifer,82445,19-04-2026 02:51,0,SMB,8909.56,0
4478,Kayla,Warner,christophersanchez@example.org,001-810-475-2789,Marshall Islands,Tanyahaven,89760,26-04-2022 23:59,1,SMB,8950,0
4479,Holly,Kerr,mpeters@example.com,(517)726-0821,New Caledonia,East Mistyshire,96581,31-07-2022 05:17,0,SMB,17062.2,0
4480,Haley,Perez,stevenswilliam@example.com,(495)961-7182x32738,Turkey,Sloanview,11474,02-12-2022 17:44,0,Retail,14622.41,0
4481,Annette,Alvarado,margaretmccoy@example.com,606.775.6149x0485,Panama,North Chad,81548,18-08-2023 18:57,1,Enterprise,5062.01,0
4482,Joshua,Richmond,anthony62@example.net,874-288-1909,Liechtenstein,Bartonton,96075,12-03-2024 00:34,0,SMB,4598.12,1
4483,Margaret,Kelly,bryan63@example.net,001-657-731-9684x7081,Argentina,Lake Jeffery,59013,02-01-2024 18:19,0,SMB,17334.65,0
4484,Tracey,Gordon,kimberlygray@example.org,001-953-525-6589x931,Vanuatu,New Adamland,29917,23-02-2026 21:29,0,SMB,19475.37,0
4485,Lori,Daniels,williamsjeremy@example.net,955-842-6026,Niue,West Christopherland,77264,09-02-2024 19:45,1,SMB,18962.36,1
4486,John,Ortega,jesse47@example.com,(859)313-1638x1288,Slovakia (Slovak Republic),Lisaside,516,10-08-2023 22:32,1,Enterprise,11171.97,0
4487,Eric,Arnold,sandra45@example.com,699-689-4738x8025,Faroe Islands,New Robertland,79598,05-07-2026 11:40,0,SMB,7272.48,0
4488,Kristen,Gonzales,michael56@example.com,001-679-642-0490x90959,El Salvador,Loriton,47644,26-08-2025 16:21,0,Retail,677.14,0
4489,Nathan,Frazier,gilbertpaula@example.org,418.923.1300x7815,Kenya,Chanburgh,16901,19-03-2025 17:12,1,Enterprise,7380.17,0
4490,Dawn,Stephenson,joshua27@example.com,(334)389-0262,Vietnam,West Sarah,85961,06-10-2024 07:04,1,Retail,17403.91,0
4491,Travis,Henderson,emily86@example.net,864.958.9549,Bouvet Island (Bouvetoya),Smithtown,53634,03-08-2025 10:22,1,Retail,18892.06,1
4492,Thomas,Potter,donna22@example.net,001-913-715-5090x230,United States Virgin Islands,Port Jonathanville,54592,20-11-2023 11:19,0,SMB,5745.05,0
4493,Kelly,Patterson,aaron99@example.net,453.436.5989x643,Sierra Leone,Lauraton,9476,11-03-2026 16:14,0,Enterprise,19544.15,0
4494,Madeline,Clark,matthewmejia@example.com,4405806392,Martinique,Port Nancy,57262,29-05-2025 07:26,0,Retail,9042.46,0
4495,Richard,Miller,christinesilva@example.net,345-907-8490x2965,United States of America,Millerberg,13177,25-11-2023 18:25,1,Retail,4895.78,1
4496,Jason,Smith,rachelfitzgerald@example.org,001-706-668-6238x1277,Cuba,Lake Abigailburgh,36190,31-01-2024 21:28,0,Enterprise,3368.83,1
4497,Joshua,Kramer,perezmargaret@example.net,879.904.5464x37381,Finland,Garrettport,21841,28-06-2022 13:12,1,Enterprise,10800.97,0
4498,Patrick,Wood,theresa46@example.net,824-446-5808,Bouvet Island (Bouvetoya),Garrettville,25350,06-10-2025 11:41,0,SMB,7104.92,1
4499,Sarah,Moore,jgreer@example.com,+1-915-943-3974x808,Timor-Leste,Lake Austinland,88388,18-05-2024 01:24,0,Retail,12154.47,0
4500,Joshua,Oneal,lisa17@example.net,+1-529-968-7729x18844,United States of America,Grayberg,61009,19-10-2025 17:27,1,Retail,5135.85,0
4501,Dustin,Hicks,stephanie09@example.org,(523)449-2681,Cayman Islands,Lauraville,73883,05-07-2025 20:25,1,SMB,12197.17,0
4502,Gail,Robinson,matthew26@example.com,(628)840-8876x4749,Guam,Ashleyborough,8501,14-11-2025 12:37,1,Enterprise,10929.11,0
